sample_index,timestamp_utc,timestamp_monotonic,x_mm,y_mm,z_mm,trigger_raw,trigger_latched,probe_signal_raw,probe_signal_unit,xy_position_uncertainty_mm,z_position_uncertainty_mm,probe_trigger_repeatability_mm
69,2026-09-12T13:43:18.871753+00:00,10938.825255895,26.0,23.0,120.0511736013149,False,False,0.05117360131490045,mm,0.01,0.0025,0.005
70,2026-09-12T13:43:18.871783+00:00,10938.825286024,27.0,23.0,120.05344149630275,False,False,0.05344149630275297,mm,0.01,0.0025,0.005
71,2026-09-12T13:43:18.871813+00:00,10938.825315912,28.0,23.0,120.05542540284023,False,False,0.055425402840228344,mm,0.01,0.0025,0.005
72,2026-09-12T13:43:18.871842+00:00,10938.825345368,29.0,23.0,120.05717090233942,False,False,0.057170902339422014,mm,0.01,0.0025,0.005
73,2026-09-12T13:43:18.871874+00:00,10938.825377561,30.0,23.0,120.0805317324278,False,False,0.08053173242780076,mm,0.01,0.0025,0.005
74,2026-09-12T13:43:18.871905+00:00,10938.825408009,31.0,23.0,120.08391945759438,False,False,0.08391945759437647,mm,0.01,0.0025,0.005
75,2026-09-12T13:43:18.871936+00:00,10938.825438745,32.0,23.0,120.08680238503757,False,False,0.0868023850375721,mm,0.01,0.0025,0.005
76,2026-09-12T13:43:18.871967+00:00,10938.825469865,33.0,23.0,120.09121147482318,False,False,0.09121147482318293,mm,0.01,0.0025,0.005
77,2026-09-12T13:43:18.871997+00:00,10938.825500602,34.0,23.0,120.0959880645397,False,False,0.09598806453969644,mm,0.01,0.0025,0.005
78,2026-09-12T13:43:18.872027+00:00,10938.825530618,35.0,23.0,120.10006554151568,False,False,0.1000655415156757,mm,0.01,0.0025,0.005
79,2026-09-12T13:43:18.872058+00:00,10938.825561482,36.0,23.0,120.10549030314071,False,False,0.10549030314071217,mm,0.01,0.0025,0.005
80,2026-09-12T13:43:18.872090+00:00,10938.825593307,37.0,23.0,120.11162575848626,False,False,0.11162575848625522,mm,0.01,0.0025,0.005
81,2026-09-12T13:43:18.872122+00:00,10938.825625131,38.0,23.0,120.1169553407649,False,False,0.11695534076490333,mm,0.01,0.0025,0.005
82,2026-09-12T13:43:18.872153+00:00,10938.825656731,39.0,23.0,120.12337786984718,False,False,0.12337786984717525,mm,0.01,0.0025,0.005
83,2026-09-12T13:43:18.872184+00:00,10938.825687195,40.0,23.0,120.1308295367559,False,False,0.13082953675589692,mm,0.01,0.0025,0.005
84,2026-09-12T13:43:18.872214+00:00,10938.825717196,20.0,24.0,120.04712302002805,False,False,0.04712302002805302,mm,0.01,0.0025,0.005
85,2026-09-12T13:43:18.872245+00:00,10938.825748108,21.0,24.0,120.0473867060809,False,False,0.0473867060808999,mm,0.01,0.0025,0.005
86,2026-09-12T13:43:18.872277+00:00,10938.825780732,22.0,24.0,120.04638866821284,False,False,0.04638866821284182,mm,0.01,0.0025,0.005
87,2026-09-12T13:43:18.872310+00:00,10938.825813021,23.0,24.0,120.04582272529386,False,False,0.04582272529385989,mm,0.01,0.0025,0.005
88,2026-09-12T13:43:18.872340+00:00,10938.825843245,24.0,24.0,120.04729179387272,False,False,0.047291793872716426,mm,0.01,0.0025,0.005
89,2026-09-12T13:43:18.872371+00:00,10938.825873997,25.0,24.0,120.04776795777742,False,False,0.04776795777742393,mm,0.01,0.0025,0.005
90,2026-09-12T13:43:18.872401+00:00,10938.825904605,26.0,24.0,120.0481684159318,False,False,0.04816841593179788,mm,0.01,0.0025,0.005
91,2026-09-12T13:43:18.872436+00:00,10938.825938846,27.0,24.0,120.05075770564657,False,False,0.05075770564657489,mm,0.01,0.0025,0.005
92,2026-09-12T13:43:18.872467+00:00,10938.825970158,28.0,24.0,120.05273386792173,False,False,0.05273386792173085,mm,0.01,0.0025,0.005
93,2026-09-12T13:43:18.872500+00:00,10938.826003358,29.0,24.0,120.05416441819452,False,False,0.05416441819451734,mm,0.01,0.0025,0.005
94,2026-09-12T13:43:18.872531+00:00,10938.826034239,30.0,24.0,120.0777951227937,False,False,0.07779512279370238,mm,0.01,0.0025,0.005
95,2026-09-12T13:43:18.872561+00:00,10938.826063855,31.0,24.0,120.0812731823388,False,False,0.08127318233880487,mm,0.01,0.0025,0.005
96,2026-09-12T13:43:18.872591+00:00,10938.826093871,32.0,24.0,120.08381105053948,False,False,0.0838110505394809,mm,0.01,0.0025,0.005
97,2026-09-12T13:43:18.872622+00:00,10938.826124911,33.0,24.0,120.08841699657096,False,False,0.08841699657095603,mm,0.01,0.0025,0.005
98,2026-09-12T13:43:18.872652+00:00,10938.82615512,34.0,24.0,120.09337480332205,False,False,0.09337480332204962,mm,0.01,0.0025,0.005
99,2026-09-12T13:43:18.872683+00:00,10938.826185856,35.0,24.0,120.09710459826083,False,False,0.0971045982608274,mm,0.01,0.0025,0.005
100,2026-09-12T13:43:18.872714+00:00,10938.826217456,36.0,24.0,120.10263751641111,False,False,0.1026375164111073,mm,0.01,0.0025,0.005
101,2026-09-12T13:43:18.872747+00:00,10938.826250017,37.0,24.0,120.10903063580218,False,False,0.10903063580218486,mm,0.01,0.0025,0.005
102,2026-09-12T13:43:18.872778+00:00,10938.826281041,38.0,24.0,120.11403760940071,False,False,0.11403760940071095,mm,0.01,0.0025,0.005
103,2026-09-12T13:43:18.872808+00:00,10938.826311377,39.0,24.0,120.1204709796008,False,False,0.12047097960079611,mm,0.01,0.0025,0.005
104,2026-09-12T13:43:18.872839+00:00,10938.826342305,40.0,24.0,120.12823623219587,False,False,0.12823623219587432,mm,0.01,0.0025,0.005
105,2026-09-12T13:43:18.872870+00:00,10938.826373154,20.0,25.0,120.04571900888725,False,False,0.04571900888724656,mm,0.01,0.0025,0.005
106,2026-09-12T13:43:18.872900+00:00,10938.826403634,21.0,25.0,120.04331558784187,False,False,0.0433155878418745,mm,0.01,0.0025,0.005
107,2026-09-12T13:43:18.872932+00:00,10938.826434946,22.0,25.0,120.04381708175636,False,False,0.04381708175635879,mm,0.01,0.0025,0.005
108,2026-09-12T13:43:18.872962+00:00,10938.826464819,23.0,25.0,120.04467019512037,False,False,0.044670195120374956,mm,0.01,0.0025,0.005
109,2026-09-12T13:43:18.872993+00:00,10938.826495827,24.0,25.0,120.0434586603506,False,False,0.04345866035059487,mm,0.01,0.0025,0.005
110,2026-09-12T13:43:18.873025+00:00,10938.826528179,25.0,25.0,120.04474681717944,False,False,0.044746817179444065,mm,0.01,0.0025,0.005
111,2026-09-12T13:43:18.873056+00:00,10938.826559267,26.0,25.0,120.04715206210909,False,False,0.04715206210909173,mm,0.01,0.0025,0.005
112,2026-09-12T13:43:18.873086+00:00,10938.82658882,27.0,25.0,120.04726078755077,False,False,0.04726078755076912,mm,0.01,0.0025,0.005
113,2026-09-12T13:43:18.873116+00:00,10938.82661962,28.0,25.0,120.04929672100086,False,False,0.049296721000857247,mm,0.01,0.0025,0.005
114,2026-09-12T13:43:18.873152+00:00,10938.826655476,29.0,25.0,120.05315808837602,False,False,0.05315808837602276,mm,0.01,0.0025,0.005
115,2026-09-12T13:43:18.873184+00:00,10938.826687125,30.0,25.0,120.07470586810551,False,False,0.07470586810551083,mm,0.01,0.0025,0.005
116,2026-09-12T13:43:18.873215+00:00,10938.826718261,31.0,25.0,120.07748671573881,False,False,0.07748671573881438,mm,0.01,0.0025,0.005
117,2026-09-12T13:43:18.873245+00:00,10938.826748581,32.0,25.0,120.08268779387218,False,False,0.08268779387218217,mm,0.01,0.0025,0.005
118,2026-09-12T13:43:18.873276+00:00,10938.826778853,33.0,25.0,120.08577437903836,False,False,0.08577437903835516,mm,0.01,0.0025,0.005
119,2026-09-12T13:43:18.873308+00:00,10938.826811686,34.0,25.0,120.0893335302921,False,False,0.08933353029209457,mm,0.01,0.0025,0.005
120,2026-09-12T13:43:18.873339+00:00,10938.826842102,35.0,25.0,120.09574677821747,False,False,0.09574677821747457,mm,0.01,0.0025,0.005
121,2026-09-12T13:43:18.873370+00:00,10938.82687303,36.0,25.0,120.10044493092231,False,False,0.10044493092230766,mm,0.01,0.0025,0.005
122,2026-09-12T13:43:18.873400+00:00,10938.826902806,37.0,25.0,120.10484936732556,False,False,0.10484936732555639,mm,0.01,0.0025,0.005
123,2026-09-12T13:43:18.873430+00:00,10938.826933671,38.0,25.0,120.11234627463807,False,False,0.11234627463807101,mm,0.01,0.0025,0.005
124,2026-09-12T13:43:18.873460+00:00,10938.826963607,39.0,25.0,120.1186959717494,False,False,0.11869597174940338,mm,0.01,0.0025,0.005
125,2026-09-12T13:43:18.873491+00:00,10938.826994455,40.0,25.0,120.12404093121286,False,False,0.12404093121286053,mm,0.01,0.0025,0.005
126,2026-09-12T13:43:18.873524+00:00,10938.827026952,20.0,26.0,120.04247855342419,False,False,0.04247855342418916,mm,0.01,0.0025,0.005
127,2026-09-12T13:43:18.873554+00:00,10938.827057064,21.0,26.0,120.04194938456271,False,False,0.04194938456271302,mm,0.01,0.0025,0.005
128,2026-09-12T13:43:18.873585+00:00,10938.827088456,22.0,26.0,120.0413971147494,False,False,0.041397114749401,mm,0.01,0.0025,0.005
129,2026-09-12T13:43:18.873616+00:00,10938.827119272,23.0,26.0,120.0412530168131,False,False,0.04125301681310134,mm,0.01,0.0025,0.005
130,2026-09-12T13:43:18.873647+00:00,10938.827150169,24.0,26.0,120.0419252184271,False,False,0.041925218427095956,mm,0.01,0.0025,0.005
131,2026-09-12T13:43:18.873678+00:00,10938.827181193,25.0,26.0,120.04264276468227,False,False,0.04264276468227024,mm,0.01,0.0025,0.005
132,2026-09-12T13:43:18.873708+00:00,10938.827211017,26.0,26.0,120.04363918879842,False,False,0.04363918879842288,mm,0.01,0.0025,0.005
133,2026-09-12T13:43:18.873740+00:00,10938.82724321,27.0,26.0,120.04549107746337,False,False,0.045491077463367446,mm,0.01,0.0025,0.005
134,2026-09-12T13:43:18.873770+00:00,10938.82727361,28.0,26.0,120.04748500800505,False,False,0.0474850080050544,mm,0.01,0.0025,0.005
135,2026-09-12T13:43:18.873801+00:00,10938.827304714,29.0,26.0,120.04963817091186,False,False,0.04963817091186229,mm,0.01,0.0025,0.005
136,2026-09-12T13:43:18.873831+00:00,10938.82733473,30.0,26.0,120.07264968132112,False,False,0.07264968132112415,mm,0.01,0.0025,0.005
137,2026-09-12T13:43:18.873863+00:00,10938.827366539,31.0,26.0,120.0759204796389,False,False,0.0759204796388957,mm,0.01,0.0025,0.005
138,2026-09-12T13:43:18.873893+00:00,10938.827396459,32.0,26.0,120.07925004423768,False,False,0.079250044237682,mm,0.01,0.0025,0.005
139,2026-09-12T13:43:18.873926+00:00,10938.827428763,33.0,26.0,120.08340432759333,False,False,0.08340432759332828,mm,0.01,0.0025,0.005
140,2026-09-12T13:43:18.873955+00:00,10938.827458428,34.0,26.0,120.11294635393378,False,False,0.11294635393377916,mm,0.01,0.0025,0.005
141,2026-09-12T13:43:18.873987+00:00,10938.827489884,35.0,26.0,120.11747386295357,False,False,0.11747386295357387,mm,0.01,0.0025,0.005
142,2026-09-12T13:43:18.874016+00:00,10938.827519644,36.0,26.0,120.09775862913192,False,False,0.09775862913191702,mm,0.01,0.0025,0.005
143,2026-09-12T13:43:18.874047+00:00,10938.827550524,37.0,26.0,120.10356056975819,False,False,0.10356056975818717,mm,0.01,0.0025,0.005
144,2026-09-12T13:43:18.874079+00:00,10938.827582205,38.0,26.0,120.10930772967424,False,False,0.10930772967424218,mm,0.01,0.0025,0.005
145,2026-09-12T13:43:18.874110+00:00,10938.827613117,39.0,26.0,120.11571622625014,False,False,0.115716226250143,mm,0.01,0.0025,0.005
146,2026-09-12T13:43:18.874141+00:00,10938.827644029,40.0,26.0,120.12276199468772,False,False,0.1227619946877212,mm,0.01,0.0025,0.005
147,2026-09-12T13:43:18.874171+00:00,10938.827674653,20.0,27.0,120.03978207032942,False,False,0.039782070329422936,mm,0.01,0.0025,0.005
148,2026-09-12T13:43:18.874201+00:00,10938.827704398,21.0,27.0,120.04036008033172,False,False,0.040360080331723225,mm,0.01,0.0025,0.005
149,2026-09-12T13:43:18.874234+00:00,10938.82773699,22.0,27.0,120.03918531961945,False,False,0.03918531961944893,mm,0.01,0.0025,0.005
150,2026-09-12T13:43:18.874263+00:00,10938.827766718,23.0,27.0,120.03845213805613,False,False,0.03845213805612957,mm,0.01,0.0025,0.005
151,2026-09-12T13:43:18.874294+00:00,10938.827797663,24.0,27.0,120.04023712114478,False,False,0.04023712114478428,mm,0.01,0.0025,0.005
152,2026-09-12T13:43:18.874325+00:00,10938.827827887,25.0,27.0,120.04061759004607,False,False,0.04061759004606813,mm,0.01,0.0025,0.005
153,2026-09-12T13:43:18.874356+00:00,10938.827858815,26.0,27.0,120.04078178003655,False,False,0.04078178003655353,mm,0.01,0.0025,0.005
154,2026-09-12T13:43:18.874385+00:00,10938.827888543,27.0,27.0,120.04366340925272,False,False,0.043663409252715724,mm,0.01,0.0025,0.005
155,2026-09-12T13:43:18.874417+00:00,10938.827920208,28.0,27.0,120.04563252737437,False,False,0.04563252737436585,mm,0.01,0.0025,0.005
156,2026-09-12T13:43:18.874447+00:00,10938.827950448,29.0,27.0,120.04677660095017,False,False,0.046776600950167335,mm,0.01,0.0025,0.005
157,2026-09-12T13:43:18.874478+00:00,10938.827980784,30.0,27.0,120.07065278244524,False,False,0.07065278244523654,mm,0.01,0.0025,0.005
158,2026-09-12T13:43:18.875167+00:00,10938.828670231,31.0,27.0,120.07421300982,False,False,0.07421300981999934,mm,0.01,0.0025,0.005
159,2026-09-12T13:43:18.875207+00:00,10938.828710311,32.0,27.0,120.07643701336004,False,False,0.07643701336003517,mm,0.01,0.0025,0.005
160,2026-09-12T13:43:18.875239+00:00,10938.828742263,33.0,27.0,120.08122201913311,False,False,0.08122201913310789,mm,0.01,0.0025,0.005
161,2026-09-12T13:43:18.875270+00:00,10938.828773416,34.0,27.0,120.1113446602548,False,False,0.11134466025480094,mm,0.01,0.0025,0.005
162,2026-09-12T13:43:18.875301+00:00,10938.828803896,35.0,27.0,120.11475820484823,False,False,0.11475820484822918,mm,0.01,0.0025,0.005
163,2026-09-12T13:43:18.875331+00:00,10938.828834504,36.0,27.0,120.09538950178946,False,False,0.09538950178945527,mm,0.01,0.0025,0.005
164,2026-09-12T13:43:18.875365+00:00,10938.82886836,37.0,27.0,120.10201699148061,False,False,0.10201699148061039,mm,0.01,0.0025,0.005
165,2026-09-12T13:43:18.875396+00:00,10938.828898921,38.0,27.0,120.10673052137027,False,False,0.10673052137026673,mm,0.01,0.0025,0.005
166,2026-09-12T13:43:18.875426+00:00,10938.828929017,39.0,27.0,120.11317375261257,False,False,0.11317375261256757,mm,0.01,0.0025,0.005
167,2026-09-12T13:43:18.875458+00:00,10938.828961369,40.0,27.0,120.12122424163347,False,False,0.12122424163347034,mm,0.01,0.0025,0.005
168,2026-09-12T13:43:18.875490+00:00,10938.828993194,20.0,28.0,120.03903574553105,False,False,0.03903574553105216,mm,0.01,0.0025,0.005
169,2026-09-12T13:43:18.875530+00:00,10938.829033434,21.0,28.0,120.03681800538615,False,False,0.03681800538615221,mm,0.01,0.0025,0.005
170,2026-09-12T13:43:18.875561+00:00,10938.82906401,22.0,28.0,120.03721510363845,False,False,0.03721510363844516,mm,0.01,0.0025,0.005
171,2026-09-12T13:43:18.875591+00:00,10938.829094042,23.0,28.0,120.03796942395113,False,False,0.037969423951125236,mm,0.01,0.0025,0.005
172,2026-09-12T13:43:18.875621+00:00,10938.829124731,24.0,28.0,120.03694450967511,False,False,0.036944509675109316,mm,0.01,0.0025,0.005
173,2026-09-12T13:43:18.875655+00:00,10938.829157979,25.0,28.0,120.03817613649906,False,False,0.03817613649906093,mm,0.01,0.0025,0.005
174,2026-09-12T13:43:18.875684+00:00,10938.829187067,26.0,28.0,120.04044181050037,False,False,0.04044181050036855,mm,0.01,0.0025,0.005
175,2026-09-12T13:43:18.875713+00:00,10938.829216636,27.0,28.0,120.04072322994755,False,False,0.04072322994754529,mm,0.01,0.0025,0.005
176,2026-09-12T13:43:18.875742+00:00,10938.829245644,28.0,28.0,120.04275500219782,False,False,0.04275500219782202,mm,0.01,0.0025,0.005
177,2026-09-12T13:43:18.875771+00:00,10938.829274444,29.0,28.0,120.04644713890775,False,False,0.04644713890775165,mm,0.01,0.0025,0.005
178,2026-09-12T13:43:18.875801+00:00,10938.829303804,30.0,28.0,120.06813992944903,False,False,0.06813992944903191,mm,0.01,0.0025,0.005
179,2026-09-12T13:43:18.875836+00:00,10938.829339709,31.0,28.0,120.07096931616638,False,False,0.07096931616638358,mm,0.01,0.0025,0.005
180,2026-09-12T13:43:18.875868+00:00,10938.829370797,32.0,28.0,120.07598498471542,False,False,0.07598498471541859,mm,0.01,0.0025,0.005
181,2026-09-12T13:43:18.875899+00:00,10938.829402317,33.0,28.0,120.07917734602151,False,False,0.07917734602150972,mm,0.01,0.0025,0.005
182,2026-09-12T13:43:18.875930+00:00,10938.829432958,34.0,28.0,120.08283387004755,False,False,0.08283387004755127,mm,0.01,0.0025,0.005
183,2026-09-12T13:43:18.875959+00:00,10938.829462398,35.0,28.0,120.08906029909069,False,False,0.08906029909068991,mm,0.01,0.0025,0.005
184,2026-09-12T13:43:18.875988+00:00,10938.829490958,36.0,28.0,120.09381656719692,False,False,0.09381656719692444,mm,0.01,0.0025,0.005
185,2026-09-12T13:43:18.876017+00:00,10938.829520366,37.0,28.0,120.09835945340151,False,False,0.09835945340151397,mm,0.01,0.0025,0.005
