timestamp,scan_direction,target_x,target_y,actual_x,actual_y,actual_z,simulated_z_signal
2026-06-11T16:22:54,upward,48.285714,52.4,48.285714,52.4,20.0,0.2804
2026-06-11T16:22:54,upward,48.285714,54.0,48.285714,54.0,20.0,0.179
2026-06-11T16:22:54,downward,48.285714,54.0,48.285714,54.0,20.0,0.179
2026-06-11T16:22:54,downward,48.285714,52.4,48.285714,52.4,20.0,0.2804
2026-06-11T16:22:54,downward,48.285714,50.8,48.285714,50.8,20.0,0.5215
2026-06-11T16:22:54,downward,48.285714,49.2,48.285714,49.2,20.0,0.6285
2026-06-11T16:22:54,downward,48.285714,47.6,48.285714,47.6,20.0,0.4487
2026-06-11T16:22:54,downward,48.285714,46.0,48.285714,46.0,20.0,0.1685
2026-06-11T16:22:54,upward,49.428571,46.0,49.428571,46.0,20.0,0.2198
2026-06-11T16:22:54,upward,49.428571,47.6,49.428571,47.6,20.0,0.6014
2026-06-11T16:22:54,upward,49.428571,49.2,49.428571,49.2,20.0,0.8732
2026-06-11T16:22:54,upward,49.428571,50.8,49.428571,50.8,20.0,0.7446
2026-06-11T16:22:54,upward,49.428571,52.4,49.428571,52.4,20.0,0.3991
2026-06-11T16:22:54,upward,49.428571,54.0,49.428571,54.0,20.0,0.2324
2026-06-11T16:22:54,downward,49.428571,54.0,49.428571,54.0,20.0,0.2324
2026-06-11T16:22:54,downward,49.428571,52.4,49.428571,52.4,20.0,0.3991
2026-06-11T16:22:54,downward,49.428571,50.8,49.428571,50.8,20.0,0.7446
2026-06-11T16:22:54,downward,49.428571,49.2,49.428571,49.2,20.0,0.8732
2026-06-11T16:22:54,downward,49.428571,47.6,49.428571,47.6,20.0,0.6014
2026-06-11T16:22:54,downward,49.428571,46.0,49.428571,46.0,20.0,0.2198
2026-06-11T16:22:54,upward,50.571429,46.0,50.571429,46.0,20.0,0.1649
2026-06-11T16:22:54,upward,50.571429,47.6,50.571429,47.6,20.0,0.5194
2026-06-11T16:22:54,upward,50.571429,49.2,50.571429,49.2,20.0,0.8811
2026-06-11T16:22:54,upward,50.571429,50.8,50.571429,50.8,20.0,0.8312
2026-06-11T16:22:54,upward,50.571429,52.4,50.571429,52.4,20.0,0.4408
2026-06-11T16:22:54,upward,50.571429,54.0,50.571429,54.0,20.0,0.1697
2026-06-11T16:22:54,downward,50.571429,54.0,50.571429,54.0,20.0,0.1697
2026-06-11T16:22:54,downward,50.571429,52.4,50.571429,52.4,20.0,0.4408
2026-06-11T16:22:54,downward,50.571429,50.8,50.571429,50.8,20.0,0.8312
2026-06-11T16:22:54,downward,50.571429,49.2,50.571429,49.2,20.0,0.8811
2026-06-11T16:22:54,downward,50.571429,47.6,50.571429,47.6,20.0,0.5194
2026-06-11T16:22:54,downward,50.571429,46.0,50.571429,46.0,20.0,0.1649
2026-06-11T16:22:54,upward,51.714286,46.0,51.714286,46.0,20.0,0.0465
2026-06-11T16:22:54,upward,51.714286,47.6,51.714286,47.6,20.0,0.2666
2026-06-11T16:22:54,upward,51.714286,49.2,51.714286,49.2,20.0,0.6462
2026-06-11T16:22:54,upward,51.714286,50.8,51.714286,50.8,20.0,0.7137
2026-06-11T16:22:54,upward,51.714286,52.4,51.714286,52.4,20.0,0.3729
2026-06-11T16:22:54,upward,51.714286,54.0,51.714286,54.0,20.0,0.0399
2026-06-11T16:22:54,downward,51.714286,54.0,51.714286,54.0,20.0,0.0399
2026-06-11T16:22:54,downward,51.714286,52.4,51.714286,52.4,20.0,0.3729
2026-06-11T16:22:54,downward,51.714286,50.8,51.714286,50.8,20.0,0.7137
2026-06-11T16:22:54,downward,51.714286,49.2,51.714286,49.2,20.0,0.6462
2026-06-11T16:22:54,downward,51.714286,47.6,51.714286,47.6,20.0,0.2666
2026-06-11T16:22:54,downward,51.714286,46.0,51.714286,46.0,20.0,0.0465
2026-06-11T16:22:54,upward,52.857143,46.0,52.857143,46.0,20.0,-0.0438
2026-06-11T16:22:54,upward,52.857143,47.6,52.857143,47.6,20.0,0.0373
2026-06-11T16:22:54,upward,52.857143,49.2,52.857143,49.2,20.0,0.3461
2026-06-11T16:22:54,upward,52.857143,50.8,52.857143,50.8,20.0,0.4786
2026-06-11T16:22:54,upward,52.857143,52.4,52.857143,52.4,20.0,0.2457
2026-06-11T16:22:54,upward,52.857143,54.0,52.857143,54.0,20.0,-0.0568
2026-06-11T16:22:54,downward,52.857143,54.0,52.857143,54.0,20.0,-0.0568
2026-06-11T16:22:54,downward,52.857143,52.4,52.857143,52.4,20.0,0.2457
2026-06-11T16:22:54,downward,52.857143,50.8,52.857143,50.8,20.0,0.4786
2026-06-11T16:22:54,downward,52.857143,49.2,52.857143,49.2,20.0,0.3461
2026-06-11T16:22:54,downward,52.857143,47.6,52.857143,47.6,20.0,0.0373
2026-06-11T16:22:54,downward,52.857143,46.0,52.857143,46.0,20.0,-0.0438
2026-06-11T16:22:54,upward,54.0,46.0,54.0,46.0,20.0,-0.0475
2026-06-11T16:22:54,upward,54.0,47.6,54.0,47.6,20.0,-0.0323
2026-06-11T16:22:54,upward,54.0,49.2,54.0,49.2,20.0,0.1344
2026-06-11T16:22:54,upward,54.0,50.8,54.0,50.8,20.0,0.2285
2026-06-11T16:22:54,upward,54.0,52.4,54.0,52.4,20.0,0.1158
2026-06-11T16:22:54,upward,54.0,54.0,54.0,54.0,20.0,-0.0567
2026-06-11T16:22:54,downward,54.0,54.0,54.0,54.0,20.0,-0.0567
2026-06-11T16:22:54,downward,54.0,52.4,54.0,52.4,20.0,0.1158
2026-06-11T16:22:54,downward,54.0,50.8,54.0,50.8,20.0,0.2285
2026-06-11T16:22:54,downward,54.0,49.2,54.0,49.2,20.0,0.1344
2026-06-11T16:22:54,downward,54.0,47.6,54.0,47.6,20.0,-0.0323
2026-06-11T16:22:54,downward,54.0,46.0,54.0,46.0,20.0,-0.0475
