sample_index,timestamp_utc,timestamp_monotonic,x_mm,y_mm,z_mm,trigger_raw,trigger_latched,probe_signal_raw,probe_signal_unit,xy_position_uncertainty_mm,z_position_uncertainty_mm,probe_trigger_repeatability_mm
20,2026-09-12T13:43:25.385384+00:00,10945.33888771,40.0,20.0,120.14066286217235,False,False,0.14066286217234847,mm,0.01,0.0025,0.005
21,2026-09-12T13:43:25.385418+00:00,10945.338921198,20.0,21.0,120.0563019656778,False,False,0.05630196567780388,mm,0.01,0.0025,0.005
22,2026-09-12T13:43:25.385450+00:00,10945.33895355,21.0,21.0,120.05616659516004,False,False,0.05616659516003608,mm,0.01,0.0025,0.005
23,2026-09-12T13:43:25.385483+00:00,10945.338986399,22.0,21.0,120.0553929194899,False,False,0.0553929194899041,mm,0.01,0.0025,0.005
24,2026-09-12T13:43:25.385517+00:00,10945.339020351,23.0,21.0,120.05503929790372,False,False,0.05503929790371842,mm,0.01,0.0025,0.005
25,2026-09-12T13:43:25.385552+00:00,10945.339055087,24.0,21.0,120.0561072905827,False,False,0.05610729058270181,mm,0.01,0.0025,0.005
26,2026-09-12T13:43:25.385589+00:00,10945.339091728,25.0,21.0,120.0567049460885,False,False,0.05670494608850163,mm,0.01,0.0025,0.005
27,2026-09-12T13:43:25.385621+00:00,10945.339124736,26.0,21.0,120.05740536345182,False,False,0.05740536345182079,mm,0.01,0.0025,0.005
28,2026-09-12T13:43:25.385656+00:00,10945.339158848,27.0,21.0,120.05962350741372,False,False,0.05962350741371836,mm,0.01,0.0025,0.005
29,2026-09-12T13:43:25.385688+00:00,10945.339191425,28.0,21.0,120.06160861274185,False,False,0.06160861274184981,mm,0.01,0.0025,0.005
30,2026-09-12T13:43:25.385719+00:00,10945.339222609,29.0,21.0,120.06340286552111,False,False,0.06340286552111252,mm,0.01,0.0025,0.005
31,2026-09-12T13:43:25.385751+00:00,10945.339254641,30.0,21.0,120.08672191977229,False,False,0.08672191977228749,mm,0.01,0.0025,0.005
32,2026-09-12T13:43:25.385783+00:00,10945.339286193,31.0,21.0,120.09009566142379,False,False,0.09009566142378844,mm,0.01,0.0025,0.005
33,2026-09-12T13:43:25.385815+00:00,10945.339318674,32.0,21.0,120.09303200309532,False,False,0.0930320030953169,mm,0.01,0.0025,0.005
34,2026-09-12T13:43:25.385848+00:00,10945.339351522,33.0,21.0,120.0974106200717,False,False,0.09741062007169887,mm,0.01,0.0025,0.005
35,2026-09-12T13:43:25.385880+00:00,10945.339382882,34.0,21.0,120.10215915788619,False,False,0.10215915788619157,mm,0.01,0.0025,0.005
36,2026-09-12T13:43:25.385912+00:00,10945.339414771,35.0,21.0,120.10629045509197,False,False,0.10629045509196544,mm,0.01,0.0025,0.005
37,2026-09-12T13:43:25.385944+00:00,10945.339447267,36.0,21.0,120.1116984743823,False,False,0.11169847438229397,mm,0.01,0.0025,0.005
38,2026-09-12T13:43:25.385975+00:00,10945.339478451,37.0,21.0,120.1177940440373,False,False,0.11779404403729643,mm,0.01,0.0025,0.005
39,2026-09-12T13:43:25.386007+00:00,10945.3395101,38.0,21.0,120.12317356525854,False,False,0.12317356525853995,mm,0.01,0.0025,0.005
40,2026-09-12T13:43:25.386039+00:00,10945.339542004,39.0,21.0,120.12959441616539,False,False,0.12959441616538925,mm,0.01,0.0025,0.005
41,2026-09-12T13:43:25.386072+00:00,10945.33957554,40.0,21.0,120.1369975408663,False,False,0.13699754086630378,mm,0.01,0.0025,0.005
42,2026-09-12T13:43:25.386104+00:00,10945.339607556,20.0,22.0,120.05414499640769,False,False,0.05414499640768611,mm,0.01,0.0025,0.005
43,2026-09-12T13:43:25.386137+00:00,10945.339639877,21.0,22.0,120.05168362206308,False,False,0.05168362206308075,mm,0.01,0.0025,0.005
44,2026-09-12T13:43:25.386167+00:00,10945.339670709,22.0,22.0,120.05221769915137,False,False,0.05221769915137031,mm,0.01,0.0025,0.005
45,2026-09-12T13:43:25.386199+00:00,10945.339702037,23.0,22.0,120.05310164704521,False,False,0.05310164704521014,mm,0.01,0.0025,0.005
46,2026-09-12T13:43:25.386232+00:00,10945.339735334,24.0,22.0,120.05183186571753,False,False,0.0518318657175314,mm,0.01,0.0025,0.005
47,2026-09-12T13:43:25.386263+00:00,10945.339766614,25.0,22.0,120.05313766625817,False,False,0.053137666258166405,mm,0.01,0.0025,0.005
48,2026-09-12T13:43:25.386294+00:00,10945.33979759,26.0,22.0,120.05558647299603,False,False,0.05558647299602626,mm,0.01,0.0025,0.005
49,2026-09-12T13:43:25.386326+00:00,10945.339828918,27.0,22.0,120.05564129850856,False,False,0.055641298508561476,mm,0.01,0.0025,0.005
50,2026-09-12T13:43:25.386357+00:00,10945.339860247,28.0,22.0,120.05767853072045,False,False,0.057678530720451704,mm,0.01,0.0025,0.005
51,2026-09-12T13:43:25.386389+00:00,10945.339892231,29.0,22.0,120.06159271707352,False,False,0.06159271707352332,mm,0.01,0.0025,0.005
52,2026-09-12T13:43:25.386421+00:00,10945.339924519,30.0,22.0,120.08309523714009,False,False,0.08309523714008549,mm,0.01,0.0025,0.005
53,2026-09-12T13:43:25.386453+00:00,10945.33995628,31.0,22.0,120.08586093512658,False,False,0.08586093512657555,mm,0.01,0.0025,0.005
54,2026-09-12T13:43:25.386486+00:00,10945.339988728,32.0,22.0,120.09111988187807,False,False,0.09111988187807185,mm,0.01,0.0025,0.005
55,2026-09-12T13:43:25.386520+00:00,10945.340023224,33.0,22.0,120.0941734530063,False,False,0.09417345300630586,mm,0.01,0.0025,0.005
56,2026-09-12T13:43:25.386553+00:00,10945.340056136,34.0,22.0,120.09770221301682,False,False,0.09770221301681659,mm,0.01,0.0025,0.005
57,2026-09-12T13:43:25.386585+00:00,10945.340088089,35.0,22.0,120.10417376941957,False,False,0.10417376941957457,mm,0.01,0.0025,0.005
58,2026-09-12T13:43:25.386622+00:00,10945.340125609,36.0,22.0,120.10885378359083,False,False,0.1088537835908312,mm,0.01,0.0025,0.005
59,2026-09-12T13:43:25.386655+00:00,10945.340157753,37.0,22.0,120.11321500810344,False,False,0.11321500810343821,mm,0.01,0.0025,0.005
60,2026-09-12T13:43:25.386686+00:00,10945.340188842,38.0,22.0,120.12076601893273,False,False,0.12076601893272709,mm,0.01,0.0025,0.005
61,2026-09-12T13:43:25.386717+00:00,10945.340220682,39.0,22.0,120.12711389792001,False,False,0.1271138979200117,mm,0.01,0.0025,0.005
62,2026-09-12T13:43:25.386751+00:00,10945.340254522,40.0,22.0,120.13240626707983,False,False,0.13240626707982983,mm,0.01,0.0025,0.005
63,2026-09-12T13:43:25.386785+00:00,10945.340288139,20.0,23.0,120.0500779785256,False,False,0.050077978525592926,mm,0.01,0.0025,0.005
64,2026-09-12T13:43:25.386819+00:00,10945.340322203,21.0,23.0,120.04999610039901,False,False,0.0499961003990137,mm,0.01,0.0025,0.005
65,2026-09-12T13:43:25.386852+00:00,10945.340354891,22.0,23.0,120.0491923496184,False,False,0.04919234961839436,mm,0.01,0.0025,0.005
66,2026-09-12T13:43:25.386883+00:00,10945.340386523,23.0,23.0,120.04881026696519,False,False,0.04881026696519086,mm,0.01,0.0025,0.005
67,2026-09-12T13:43:25.386915+00:00,10945.340417788,24.0,23.0,120.04993202272068,False,False,0.04993202272068231,mm,0.01,0.0025,0.005
68,2026-09-12T13:43:25.386946+00:00,10945.34044934,25.0,23.0,120.05051339262506,False,False,0.0505133926250636,mm,0.01,0.0025,0.005
69,2026-09-12T13:43:25.386977+00:00,10945.34048054,26.0,23.0,120.0511736013149,False,False,0.05117360131490045,mm,0.01,0.0025,0.005
70,2026-09-12T13:43:25.387009+00:00,10945.340512525,27.0,23.0,120.05344149630275,False,False,0.05344149630275297,mm,0.01,0.0025,0.005
71,2026-09-12T13:43:25.387041+00:00,10945.340544621,28.0,23.0,120.05542540284023,False,False,0.055425402840228344,mm,0.01,0.0025,0.005
72,2026-09-12T13:43:25.387073+00:00,10945.340576061,29.0,23.0,120.05717090233942,False,False,0.057170902339422014,mm,0.01,0.0025,0.005
73,2026-09-12T13:43:25.387107+00:00,10945.340609918,30.0,23.0,120.0805317324278,False,False,0.08053173242780076,mm,0.01,0.0025,0.005
74,2026-09-12T13:43:25.387138+00:00,10945.340641294,31.0,23.0,120.08391945759438,False,False,0.08391945759437647,mm,0.01,0.0025,0.005
75,2026-09-12T13:43:25.387170+00:00,10945.340672958,32.0,23.0,120.08680238503757,False,False,0.0868023850375721,mm,0.01,0.0025,0.005
76,2026-09-12T13:43:25.387201+00:00,10945.340704286,33.0,23.0,120.09121147482318,False,False,0.09121147482318293,mm,0.01,0.0025,0.005
77,2026-09-12T13:43:25.387233+00:00,10945.340736399,34.0,23.0,120.0959880645397,False,False,0.09598806453969644,mm,0.01,0.0025,0.005
78,2026-09-12T13:43:25.387264+00:00,10945.340767615,35.0,23.0,120.10006554151568,False,False,0.1000655415156757,mm,0.01,0.0025,0.005
79,2026-09-12T13:43:25.387296+00:00,10945.340799439,36.0,23.0,120.10549030314071,False,False,0.10549030314071217,mm,0.01,0.0025,0.005
80,2026-09-12T13:43:25.387327+00:00,10945.340830672,37.0,23.0,120.11162575848626,False,False,0.11162575848625522,mm,0.01,0.0025,0.005
81,2026-09-12T13:43:25.387359+00:00,10945.34086248,38.0,23.0,120.1169553407649,False,False,0.11695534076490333,mm,0.01,0.0025,0.005
82,2026-09-12T13:43:25.387392+00:00,10945.340894944,39.0,23.0,120.12337786984718,False,False,0.12337786984717525,mm,0.01,0.0025,0.005
83,2026-09-12T13:43:25.387425+00:00,10945.340928448,40.0,23.0,120.1308295367559,False,False,0.13082953675589692,mm,0.01,0.0025,0.005
84,2026-09-12T13:43:25.387458+00:00,10945.340961121,20.0,24.0,120.04712302002805,False,False,0.04712302002805302,mm,0.01,0.0025,0.005
85,2026-09-12T13:43:25.387489+00:00,10945.340992497,21.0,24.0,120.0473867060809,False,False,0.0473867060808999,mm,0.01,0.0025,0.005
86,2026-09-12T13:43:25.387522+00:00,10945.341025041,22.0,24.0,120.04638866821284,False,False,0.04638866821284182,mm,0.01,0.0025,0.005
87,2026-09-12T13:43:25.387554+00:00,10945.341057154,23.0,24.0,120.04582272529386,False,False,0.04582272529385989,mm,0.01,0.0025,0.005
88,2026-09-12T13:43:25.387586+00:00,10945.341089058,24.0,24.0,120.04729179387272,False,False,0.047291793872716426,mm,0.01,0.0025,0.005
89,2026-09-12T13:43:25.387619+00:00,10945.341121778,25.0,24.0,120.04776795777742,False,False,0.04776795777742393,mm,0.01,0.0025,0.005
90,2026-09-12T13:43:25.387651+00:00,10945.341154147,26.0,24.0,120.0481684159318,False,False,0.04816841593179788,mm,0.01,0.0025,0.005
91,2026-09-12T13:43:25.387684+00:00,10945.341186963,27.0,24.0,120.05075770564657,False,False,0.05075770564657489,mm,0.01,0.0025,0.005
92,2026-09-12T13:43:25.387715+00:00,10945.341218211,28.0,24.0,120.05273386792173,False,False,0.05273386792173085,mm,0.01,0.0025,0.005
93,2026-09-12T13:43:25.387747+00:00,10945.341250147,29.0,24.0,120.05416441819452,False,False,0.05416441819451734,mm,0.01,0.0025,0.005
94,2026-09-12T13:43:25.387778+00:00,10945.341280916,30.0,24.0,120.0777951227937,False,False,0.07779512279370238,mm,0.01,0.0025,0.005
95,2026-09-12T13:43:25.387809+00:00,10945.341312452,31.0,24.0,120.0812731823388,False,False,0.08127318233880487,mm,0.01,0.0025,0.005
96,2026-09-12T13:43:25.387886+00:00,10945.341389573,32.0,24.0,120.08381105053948,False,False,0.0838110505394809,mm,0.01,0.0025,0.005
97,2026-09-12T13:43:25.387921+00:00,10945.341424581,33.0,24.0,120.08841699657096,False,False,0.08841699657095603,mm,0.01,0.0025,0.005
98,2026-09-12T13:43:25.387957+00:00,10945.341460485,34.0,24.0,120.09337480332205,False,False,0.09337480332204962,mm,0.01,0.0025,0.005
99,2026-09-12T13:43:25.387992+00:00,10945.341495318,35.0,24.0,120.09710459826083,False,False,0.0971045982608274,mm,0.01,0.0025,0.005
100,2026-09-12T13:43:25.388025+00:00,10945.34152831,36.0,24.0,120.10263751641111,False,False,0.1026375164111073,mm,0.01,0.0025,0.005
101,2026-09-12T13:43:25.388067+00:00,10945.341570358,37.0,24.0,120.10903063580218,False,False,0.10903063580218486,mm,0.01,0.0025,0.005
102,2026-09-12T13:43:25.388100+00:00,10945.341603399,38.0,24.0,120.11403760940071,False,False,0.11403760940071095,mm,0.01,0.0025,0.005
103,2026-09-12T13:43:25.388133+00:00,10945.341635895,39.0,24.0,120.1204709796008,False,False,0.12047097960079611,mm,0.01,0.0025,0.005
104,2026-09-12T13:43:25.388166+00:00,10945.341669687,40.0,24.0,120.12823623219587,False,False,0.12823623219587432,mm,0.01,0.0025,0.005
105,2026-09-12T13:43:25.388199+00:00,10945.341702135,20.0,25.0,120.04571900888725,False,False,0.04571900888724656,mm,0.01,0.0025,0.005
106,2026-09-12T13:43:25.388231+00:00,10945.341734584,21.0,25.0,120.04331558784187,False,False,0.0433155878418745,mm,0.01,0.0025,0.005
107,2026-09-12T13:43:25.388264+00:00,10945.341767208,22.0,25.0,120.04381708175636,False,False,0.04381708175635879,mm,0.01,0.0025,0.005
108,2026-09-12T13:43:25.388297+00:00,10945.341800296,23.0,25.0,120.04467019512037,False,False,0.044670195120374956,mm,0.01,0.0025,0.005
109,2026-09-12T13:43:25.388330+00:00,10945.341832841,24.0,25.0,120.0434586603506,False,False,0.04345866035059487,mm,0.01,0.0025,0.005
110,2026-09-12T13:43:25.388361+00:00,10945.341864729,25.0,25.0,120.04474681717944,False,False,0.044746817179444065,mm,0.01,0.0025,0.005
111,2026-09-12T13:43:25.388393+00:00,10945.341896377,26.0,25.0,120.04715206210909,False,False,0.04715206210909173,mm,0.01,0.0025,0.005
112,2026-09-12T13:43:25.388425+00:00,10945.34192801,27.0,25.0,120.04726078755077,False,False,0.04726078755076912,mm,0.01,0.0025,0.005
113,2026-09-12T13:43:25.388457+00:00,10945.341959994,28.0,25.0,120.04929672100086,False,False,0.049296721000857247,mm,0.01,0.0025,0.005
114,2026-09-12T13:43:25.388488+00:00,10945.34199153,29.0,25.0,120.05315808837602,False,False,0.05315808837602276,mm,0.01,0.0025,0.005
115,2026-09-12T13:43:25.388522+00:00,10945.342024762,30.0,25.0,120.07470586810551,False,False,0.07470586810551083,mm,0.01,0.0025,0.005
116,2026-09-12T13:43:25.388553+00:00,10945.342056683,31.0,25.0,120.07748671573881,False,False,0.07748671573881438,mm,0.01,0.0025,0.005
117,2026-09-12T13:43:25.388586+00:00,10945.342088811,32.0,25.0,120.08268779387218,False,False,0.08268779387218217,mm,0.01,0.0025,0.005
118,2026-09-12T13:43:25.388619+00:00,10945.342122171,33.0,25.0,120.08577437903836,False,False,0.08577437903835516,mm,0.01,0.0025,0.005
119,2026-09-12T13:43:25.388650+00:00,10945.34215366,34.0,25.0,120.0893335302921,False,False,0.08933353029209457,mm,0.01,0.0025,0.005
120,2026-09-12T13:43:25.388681+00:00,10945.34218414,35.0,25.0,120.09574677821747,False,False,0.09574677821747457,mm,0.01,0.0025,0.005
121,2026-09-12T13:43:25.388710+00:00,10945.34221366,36.0,25.0,120.10044493092231,False,False,0.10044493092230766,mm,0.01,0.0025,0.005
122,2026-09-12T13:43:25.388741+00:00,10945.34224462,37.0,25.0,120.10484936732556,False,False,0.10484936732555639,mm,0.01,0.0025,0.005
123,2026-09-12T13:43:25.388773+00:00,10945.342275869,38.0,25.0,120.11234627463807,False,False,0.11234627463807101,mm,0.01,0.0025,0.005
124,2026-09-12T13:43:25.388803+00:00,10945.342305885,39.0,25.0,120.1186959717494,False,False,0.11869597174940338,mm,0.01,0.0025,0.005
125,2026-09-12T13:43:25.388833+00:00,10945.342336413,40.0,25.0,120.12404093121286,False,False,0.12404093121286053,mm,0.01,0.0025,0.005
126,2026-09-12T13:43:25.388863+00:00,10945.342366253,20.0,26.0,120.04247855342419,False,False,0.04247855342418916,mm,0.01,0.0025,0.005
127,2026-09-12T13:43:25.388892+00:00,10945.342395614,21.0,26.0,120.04194938456271,False,False,0.04194938456271302,mm,0.01,0.0025,0.005
128,2026-09-12T13:43:25.388946+00:00,10945.342449102,22.0,26.0,120.0413971147494,False,False,0.041397114749401,mm,0.01,0.0025,0.005
129,2026-09-12T13:43:25.388984+00:00,10945.342487631,23.0,26.0,120.0412530168131,False,False,0.04125301681310134,mm,0.01,0.0025,0.005
130,2026-09-12T13:43:25.389020+00:00,10945.342522895,24.0,26.0,120.0419252184271,False,False,0.041925218427095956,mm,0.01,0.0025,0.005
131,2026-09-12T13:43:25.389084+00:00,10945.342587664,25.0,26.0,120.04264276468227,False,False,0.04264276468227024,mm,0.01,0.0025,0.005
132,2026-09-12T13:43:25.389120+00:00,10945.342623568,26.0,26.0,120.04363918879842,False,False,0.04363918879842288,mm,0.01,0.0025,0.005
133,2026-09-12T13:43:25.389154+00:00,10945.342656928,27.0,26.0,120.04549107746337,False,False,0.045491077463367446,mm,0.01,0.0025,0.005
134,2026-09-12T13:43:25.389188+00:00,10945.342691184,28.0,26.0,120.04748500800505,False,False,0.0474850080050544,mm,0.01,0.0025,0.005
135,2026-09-12T13:43:25.389221+00:00,10945.342723809,29.0,26.0,120.04963817091186,False,False,0.04963817091186229,mm,0.01,0.0025,0.005
136,2026-09-12T13:43:25.389255+00:00,10945.342757841,30.0,26.0,120.07264968132112,False,False,0.07264968132112415,mm,0.01,0.0025,0.005
137,2026-09-12T13:43:25.389289+00:00,10945.342791921,31.0,26.0,120.0759204796389,False,False,0.0759204796388957,mm,0.01,0.0025,0.005
138,2026-09-12T13:43:25.389322+00:00,10945.342824994,32.0,26.0,120.07925004423768,False,False,0.079250044237682,mm,0.01,0.0025,0.005
139,2026-09-12T13:43:25.389356+00:00,10945.342858898,33.0,26.0,120.08340432759333,False,False,0.08340432759332828,mm,0.01,0.0025,0.005
140,2026-09-12T13:43:25.389390+00:00,10945.342893298,34.0,26.0,120.11294635393378,False,False,0.11294635393377916,mm,0.01,0.0025,0.005
141,2026-09-12T13:43:25.389423+00:00,10945.342926419,35.0,26.0,120.11747386295357,False,False,0.11747386295357387,mm,0.01,0.0025,0.005
142,2026-09-12T13:43:25.389458+00:00,10945.342960883,36.0,26.0,120.09775862913192,False,False,0.09775862913191702,mm,0.01,0.0025,0.005
143,2026-09-12T13:43:25.389491+00:00,10945.342994403,37.0,26.0,120.10356056975819,False,False,0.10356056975818717,mm,0.01,0.0025,0.005
144,2026-09-12T13:43:25.389528+00:00,10945.343031316,38.0,26.0,120.10930772967424,False,False,0.10930772967424218,mm,0.01,0.0025,0.005
145,2026-09-12T13:43:25.389561+00:00,10945.34306426,39.0,26.0,120.11571622625014,False,False,0.115716226250143,mm,0.01,0.0025,0.005
146,2026-09-12T13:43:25.389596+00:00,10945.343099092,40.0,26.0,120.12276199468772,False,False,0.1227619946877212,mm,0.01,0.0025,0.005
147,2026-09-12T13:43:25.389631+00:00,10945.343134452,20.0,27.0,120.03978207032942,False,False,0.039782070329422936,mm,0.01,0.0025,0.005
148,2026-09-12T13:43:25.389665+00:00,10945.343168677,21.0,27.0,120.04036008033172,False,False,0.040360080331723225,mm,0.01,0.0025,0.005
149,2026-09-12T13:43:25.389700+00:00,10945.343203301,22.0,27.0,120.03918531961945,False,False,0.03918531961944893,mm,0.01,0.0025,0.005
150,2026-09-12T13:43:25.389734+00:00,10945.343237141,23.0,27.0,120.03845213805613,False,False,0.03845213805612957,mm,0.01,0.0025,0.005
151,2026-09-12T13:43:25.389768+00:00,10945.34327167,24.0,27.0,120.04023712114478,False,False,0.04023712114478428,mm,0.01,0.0025,0.005
152,2026-09-12T13:43:25.389802+00:00,10945.343305398,25.0,27.0,120.04061759004607,False,False,0.04061759004606813,mm,0.01,0.0025,0.005
153,2026-09-12T13:43:25.389836+00:00,10945.343338726,26.0,27.0,120.04078178003655,False,False,0.04078178003655353,mm,0.01,0.0025,0.005
154,2026-09-12T13:43:25.389869+00:00,10945.343372647,27.0,27.0,120.04366340925272,False,False,0.043663409252715724,mm,0.01,0.0025,0.005
155,2026-09-12T13:43:25.389905+00:00,10945.343407799,28.0,27.0,120.04563252737437,False,False,0.04563252737436585,mm,0.01,0.0025,0.005
156,2026-09-12T13:43:25.389937+00:00,10945.343440663,29.0,27.0,120.04677660095017,False,False,0.046776600950167335,mm,0.01,0.0025,0.005
157,2026-09-12T13:43:25.389971+00:00,10945.343474296,30.0,27.0,120.07065278244524,False,False,0.07065278244523654,mm,0.01,0.0025,0.005
158,2026-09-12T13:43:25.390004+00:00,10945.343507352,31.0,27.0,120.07421300982,False,False,0.07421300981999934,mm,0.01,0.0025,0.005
159,2026-09-12T13:43:25.390040+00:00,10945.343543528,32.0,27.0,120.07643701336004,False,False,0.07643701336003517,mm,0.01,0.0025,0.005
160,2026-09-12T13:43:25.390075+00:00,10945.343578056,33.0,27.0,120.08122201913311,False,False,0.08122201913310789,mm,0.01,0.0025,0.005
161,2026-09-12T13:43:25.390110+00:00,10945.343613017,34.0,27.0,120.1113446602548,False,False,0.11134466025480094,mm,0.01,0.0025,0.005
162,2026-09-12T13:43:25.390145+00:00,10945.343648057,35.0,27.0,120.11475820484823,False,False,0.11475820484822918,mm,0.01,0.0025,0.005
163,2026-09-12T13:43:25.390180+00:00,10945.343682825,36.0,27.0,120.09538950178946,False,False,0.09538950178945527,mm,0.01,0.0025,0.005
164,2026-09-12T13:43:25.390215+00:00,10945.343718346,37.0,27.0,120.10201699148061,False,False,0.10201699148061039,mm,0.01,0.0025,0.005
165,2026-09-12T13:43:25.390250+00:00,10945.343752922,38.0,27.0,120.10673052137027,False,False,0.10673052137026673,mm,0.01,0.0025,0.005
166,2026-09-12T13:43:25.390283+00:00,10945.34378657,39.0,27.0,120.11317375261257,False,False,0.11317375261256757,mm,0.01,0.0025,0.005
167,2026-09-12T13:43:25.390317+00:00,10945.343820411,40.0,27.0,120.12122424163347,False,False,0.12122424163347034,mm,0.01,0.0025,0.005
168,2026-09-12T13:43:25.390352+00:00,10945.343855179,20.0,28.0,120.03903574553105,False,False,0.03903574553105216,mm,0.01,0.0025,0.005
169,2026-09-12T13:43:25.390387+00:00,10945.343890507,21.0,28.0,120.03681800538615,False,False,0.03681800538615221,mm,0.01,0.0025,0.005
170,2026-09-12T13:43:25.390422+00:00,10945.343925564,22.0,28.0,120.03721510363845,False,False,0.03721510363844516,mm,0.01,0.0025,0.005
171,2026-09-12T13:43:25.390456+00:00,10945.343959324,23.0,28.0,120.03796942395113,False,False,0.037969423951125236,mm,0.01,0.0025,0.005
172,2026-09-12T13:43:25.390490+00:00,10945.34399342,24.0,28.0,120.03694450967511,False,False,0.036944509675109316,mm,0.01,0.0025,0.005
173,2026-09-12T13:43:25.390527+00:00,10945.344029997,25.0,28.0,120.03817613649906,False,False,0.03817613649906093,mm,0.01,0.0025,0.005
174,2026-09-12T13:43:25.390561+00:00,10945.344064205,26.0,28.0,120.04044181050037,False,False,0.04044181050036855,mm,0.01,0.0025,0.005
175,2026-09-12T13:43:25.390594+00:00,10945.344097389,27.0,28.0,120.04072322994755,False,False,0.04072322994754529,mm,0.01,0.0025,0.005
176,2026-09-12T13:43:25.390628+00:00,10945.34413139,28.0,28.0,120.04275500219782,False,False,0.04275500219782202,mm,0.01,0.0025,0.005
177,2026-09-12T13:43:25.390662+00:00,10945.344165502,29.0,28.0,120.04644713890775,False,False,0.04644713890775165,mm,0.01,0.0025,0.005
178,2026-09-12T13:43:25.390697+00:00,10945.344200222,30.0,28.0,120.06813992944903,False,False,0.06813992944903191,mm,0.01,0.0025,0.005
179,2026-09-12T13:43:25.390732+00:00,10945.344234766,31.0,28.0,120.07096931616638,False,False,0.07096931616638358,mm,0.01,0.0025,0.005
180,2026-09-12T13:43:25.390766+00:00,10945.344269519,32.0,28.0,120.07598498471542,False,False,0.07598498471541859,mm,0.01,0.0025,0.005
181,2026-09-12T13:43:25.390802+00:00,10945.344305535,33.0,28.0,120.07917734602151,False,False,0.07917734602150972,mm,0.01,0.0025,0.005
182,2026-09-12T13:43:25.390838+00:00,10945.344341151,34.0,28.0,120.08283387004755,False,False,0.08283387004755127,mm,0.01,0.0025,0.005
183,2026-09-12T13:43:25.390873+00:00,10945.344375744,35.0,28.0,120.08906029909069,False,False,0.08906029909068991,mm,0.01,0.0025,0.005
184,2026-09-12T13:43:25.390907+00:00,10945.344410288,36.0,28.0,120.09381656719692,False,False,0.09381656719692444,mm,0.01,0.0025,0.005
185,2026-09-12T13:43:25.390941+00:00,10945.344444272,37.0,28.0,120.09835945340151,False,False,0.09835945340151397,mm,0.01,0.0025,0.005
