sample_index,timestamp_utc,timestamp_monotonic,x_mm,y_mm,z_mm,trigger_raw,trigger_latched,probe_signal_raw,probe_signal_unit,xy_position_uncertainty_mm,z_position_uncertainty_mm,probe_trigger_repeatability_mm
12,2026-09-12T13:43:05.996613+00:00,10925.95011602,32.0,20.0,120.09618639961741,False,False,0.09618639961740882,mm,0.01,0.0025,0.005
13,2026-09-12T13:43:05.996646+00:00,10925.950149156,33.0,20.0,120.1008177079752,False,False,0.10081770797519596,mm,0.01,0.0025,0.005
14,2026-09-12T13:43:05.996677+00:00,10925.95017978,34.0,20.0,120.10579886214687,False,False,0.10579886214686951,mm,0.01,0.0025,0.005
15,2026-09-12T13:43:05.996706+00:00,10925.950209509,35.0,20.0,120.1094838628489,False,False,0.10948386284890432,mm,0.01,0.0025,0.005
16,2026-09-12T13:43:05.996736+00:00,10925.950239397,36.0,20.0,120.11503071553844,False,False,0.11503071553843824,mm,0.01,0.0025,0.005
17,2026-09-12T13:43:05.996765+00:00,10925.950268277,37.0,20.0,120.1214570315374,False,False,0.12145703153740328,mm,0.01,0.0025,0.005
18,2026-09-12T13:43:05.996807+00:00,10925.950310293,38.0,20.0,120.12642244126997,False,False,0.12642244126996616,mm,0.01,0.0025,0.005
19,2026-09-12T13:43:05.996840+00:00,10925.950342774,39.0,20.0,120.13285720820484,False,False,0.1328572082048396,mm,0.01,0.0025,0.005
20,2026-09-12T13:43:05.996868+00:00,10925.95037151,40.0,20.0,120.14066286217235,False,False,0.14066286217234847,mm,0.01,0.0025,0.005
21,2026-09-12T13:43:05.996899+00:00,10925.950402598,20.0,21.0,120.0563019656778,False,False,0.05630196567780388,mm,0.01,0.0025,0.005
22,2026-09-12T13:43:05.996930+00:00,10925.950432951,21.0,21.0,120.05616659516004,False,False,0.05616659516003608,mm,0.01,0.0025,0.005
23,2026-09-12T13:43:05.996959+00:00,10925.950462247,22.0,21.0,120.0553929194899,False,False,0.0553929194899041,mm,0.01,0.0025,0.005
24,2026-09-12T13:43:05.996988+00:00,10925.950491463,23.0,21.0,120.05503929790372,False,False,0.05503929790371842,mm,0.01,0.0025,0.005
25,2026-09-12T13:43:05.997018+00:00,10925.950520791,24.0,21.0,120.0561072905827,False,False,0.05610729058270181,mm,0.01,0.0025,0.005
26,2026-09-12T13:43:05.997047+00:00,10925.950550392,25.0,21.0,120.0567049460885,False,False,0.05670494608850163,mm,0.01,0.0025,0.005
27,2026-09-12T13:43:05.997077+00:00,10925.950580648,26.0,21.0,120.05740536345182,False,False,0.05740536345182079,mm,0.01,0.0025,0.005
28,2026-09-12T13:43:05.997109+00:00,10925.95061228,27.0,21.0,120.05962350741372,False,False,0.05962350741371836,mm,0.01,0.0025,0.005
29,2026-09-12T13:43:05.997141+00:00,10925.950644137,28.0,21.0,120.06160861274185,False,False,0.06160861274184981,mm,0.01,0.0025,0.005
30,2026-09-12T13:43:05.997171+00:00,10925.950673849,29.0,21.0,120.06340286552111,False,False,0.06340286552111252,mm,0.01,0.0025,0.005
31,2026-09-12T13:43:05.997200+00:00,10925.950702809,30.0,21.0,120.08672191977229,False,False,0.08672191977228749,mm,0.01,0.0025,0.005
32,2026-09-12T13:43:05.997229+00:00,10925.950732441,31.0,21.0,120.09009566142379,False,False,0.09009566142378844,mm,0.01,0.0025,0.005
33,2026-09-12T13:43:05.997259+00:00,10925.950761866,32.0,21.0,120.09303200309532,False,False,0.0930320030953169,mm,0.01,0.0025,0.005
34,2026-09-12T13:43:05.997288+00:00,10925.950791034,33.0,21.0,120.0974106200717,False,False,0.09741062007169887,mm,0.01,0.0025,0.005
35,2026-09-12T13:43:05.997317+00:00,10925.95082041,34.0,21.0,120.10215915788619,False,False,0.10215915788619157,mm,0.01,0.0025,0.005
36,2026-09-12T13:43:05.997346+00:00,10925.95084961,35.0,21.0,120.10629045509197,False,False,0.10629045509196544,mm,0.01,0.0025,0.005
37,2026-09-12T13:43:05.997385+00:00,10925.950887851,36.0,21.0,120.1116984743823,False,False,0.11169847438229397,mm,0.01,0.0025,0.005
38,2026-09-12T13:43:05.997428+00:00,10925.950930779,37.0,21.0,120.1177940440373,False,False,0.11779404403729643,mm,0.01,0.0025,0.005
39,2026-09-12T13:43:05.997457+00:00,10925.950960267,38.0,21.0,120.12317356525854,False,False,0.12317356525853995,mm,0.01,0.0025,0.005
40,2026-09-12T13:43:05.997486+00:00,10925.950988876,39.0,21.0,120.12959441616539,False,False,0.12959441616538925,mm,0.01,0.0025,0.005
41,2026-09-12T13:43:05.997519+00:00,10925.951022684,40.0,21.0,120.1369975408663,False,False,0.13699754086630378,mm,0.01,0.0025,0.005
42,2026-09-12T13:43:05.997549+00:00,10925.9510523,20.0,22.0,120.05414499640769,False,False,0.05414499640768611,mm,0.01,0.0025,0.005
43,2026-09-12T13:43:05.997579+00:00,10925.951081741,21.0,22.0,120.05168362206308,False,False,0.05168362206308075,mm,0.01,0.0025,0.005
44,2026-09-12T13:43:05.997607+00:00,10925.951110429,22.0,22.0,120.05221769915137,False,False,0.05221769915137031,mm,0.01,0.0025,0.005
45,2026-09-12T13:43:05.997636+00:00,10925.951139565,23.0,22.0,120.05310164704521,False,False,0.05310164704521014,mm,0.01,0.0025,0.005
46,2026-09-12T13:43:05.997667+00:00,10925.951170237,24.0,22.0,120.05183186571753,False,False,0.0518318657175314,mm,0.01,0.0025,0.005
47,2026-09-12T13:43:05.997696+00:00,10925.95119931,25.0,22.0,120.05313766625817,False,False,0.053137666258166405,mm,0.01,0.0025,0.005
48,2026-09-12T13:43:05.997726+00:00,10925.951229422,26.0,22.0,120.05558647299603,False,False,0.05558647299602626,mm,0.01,0.0025,0.005
49,2026-09-12T13:43:05.997755+00:00,10925.951258702,27.0,22.0,120.05564129850856,False,False,0.055641298508561476,mm,0.01,0.0025,0.005
50,2026-09-12T13:43:05.997785+00:00,10925.951287758,28.0,22.0,120.05767853072045,False,False,0.057678530720451704,mm,0.01,0.0025,0.005
51,2026-09-12T13:43:05.997814+00:00,10925.951317247,29.0,22.0,120.06159271707352,False,False,0.06159271707352332,mm,0.01,0.0025,0.005
52,2026-09-12T13:43:05.997846+00:00,10925.951349455,30.0,22.0,120.08309523714009,False,False,0.08309523714008549,mm,0.01,0.0025,0.005
53,2026-09-12T13:43:05.997875+00:00,10925.951378591,31.0,22.0,120.08586093512658,False,False,0.08586093512657555,mm,0.01,0.0025,0.005
54,2026-09-12T13:43:05.997905+00:00,10925.951408656,32.0,22.0,120.09111988187807,False,False,0.09111988187807185,mm,0.01,0.0025,0.005
55,2026-09-12T13:43:05.997936+00:00,10925.95143888,33.0,22.0,120.0941734530063,False,False,0.09417345300630586,mm,0.01,0.0025,0.005
56,2026-09-12T13:43:05.997967+00:00,10925.95146992,34.0,22.0,120.09770221301682,False,False,0.09770221301681659,mm,0.01,0.0025,0.005
57,2026-09-12T13:43:05.997996+00:00,10925.95149968,35.0,22.0,120.10417376941957,False,False,0.10417376941957457,mm,0.01,0.0025,0.005
58,2026-09-12T13:43:05.998026+00:00,10925.951528753,36.0,22.0,120.10885378359083,False,False,0.1088537835908312,mm,0.01,0.0025,0.005
59,2026-09-12T13:43:05.998055+00:00,10925.951558529,37.0,22.0,120.11321500810344,False,False,0.11321500810343821,mm,0.01,0.0025,0.005
60,2026-09-12T13:43:05.998085+00:00,10925.951588257,38.0,22.0,120.12076601893273,False,False,0.12076601893272709,mm,0.01,0.0025,0.005
61,2026-09-12T13:43:05.998116+00:00,10925.951618865,39.0,22.0,120.12711389792001,False,False,0.1271138979200117,mm,0.01,0.0025,0.005
62,2026-09-12T13:43:05.998145+00:00,10925.951648178,40.0,22.0,120.13240626707983,False,False,0.13240626707982983,mm,0.01,0.0025,0.005
63,2026-09-12T13:43:05.998178+00:00,10925.95168101,20.0,23.0,120.0500779785256,False,False,0.050077978525592926,mm,0.01,0.0025,0.005
64,2026-09-12T13:43:05.998209+00:00,10925.951711762,21.0,23.0,120.04999610039901,False,False,0.0499961003990137,mm,0.01,0.0025,0.005
65,2026-09-12T13:43:05.998238+00:00,10925.951741075,22.0,23.0,120.0491923496184,False,False,0.04919234961839436,mm,0.01,0.0025,0.005
66,2026-09-12T13:43:05.998267+00:00,10925.951770355,23.0,23.0,120.04881026696519,False,False,0.04881026696519086,mm,0.01,0.0025,0.005
67,2026-09-12T13:43:05.998296+00:00,10925.951799299,24.0,23.0,120.04993202272068,False,False,0.04993202272068231,mm,0.01,0.0025,0.005
68,2026-09-12T13:43:05.998325+00:00,10925.951828419,25.0,23.0,120.05051339262506,False,False,0.0505133926250636,mm,0.01,0.0025,0.005
69,2026-09-12T13:43:05.998354+00:00,10925.951857524,26.0,23.0,120.0511736013149,False,False,0.05117360131490045,mm,0.01,0.0025,0.005
70,2026-09-12T13:43:05.998383+00:00,10925.9518861,27.0,23.0,120.05344149630275,False,False,0.05344149630275297,mm,0.01,0.0025,0.005
71,2026-09-12T13:43:05.998411+00:00,10925.951914628,28.0,23.0,120.05542540284023,False,False,0.055425402840228344,mm,0.01,0.0025,0.005
72,2026-09-12T13:43:05.998440+00:00,10925.95194338,29.0,23.0,120.05717090233942,False,False,0.057170902339422014,mm,0.01,0.0025,0.005
73,2026-09-12T13:43:05.998471+00:00,10925.951974181,30.0,23.0,120.0805317324278,False,False,0.08053173242780076,mm,0.01,0.0025,0.005
74,2026-09-12T13:43:05.998502+00:00,10925.952005189,31.0,23.0,120.08391945759438,False,False,0.08391945759437647,mm,0.01,0.0025,0.005
75,2026-09-12T13:43:05.998532+00:00,10925.952034853,32.0,23.0,120.08680238503757,False,False,0.0868023850375721,mm,0.01,0.0025,0.005
76,2026-09-12T13:43:05.998560+00:00,10925.952063221,33.0,23.0,120.09121147482318,False,False,0.09121147482318293,mm,0.01,0.0025,0.005
77,2026-09-12T13:43:05.998589+00:00,10925.952091942,34.0,23.0,120.0959880645397,False,False,0.09598806453969644,mm,0.01,0.0025,0.005
78,2026-09-12T13:43:05.998617+00:00,10925.952120502,35.0,23.0,120.10006554151568,False,False,0.1000655415156757,mm,0.01,0.0025,0.005
79,2026-09-12T13:43:05.998647+00:00,10925.95214991,36.0,23.0,120.10549030314071,False,False,0.10549030314071217,mm,0.01,0.0025,0.005
80,2026-09-12T13:43:05.998675+00:00,10925.952178599,37.0,23.0,120.11162575848626,False,False,0.11162575848625522,mm,0.01,0.0025,0.005
81,2026-09-12T13:43:05.998705+00:00,10925.952207767,38.0,23.0,120.1169553407649,False,False,0.11695534076490333,mm,0.01,0.0025,0.005
82,2026-09-12T13:43:05.998735+00:00,10925.952238039,39.0,23.0,120.12337786984718,False,False,0.12337786984717525,mm,0.01,0.0025,0.005
83,2026-09-12T13:43:05.998764+00:00,10925.952267191,40.0,23.0,120.1308295367559,False,False,0.13082953675589692,mm,0.01,0.0025,0.005
84,2026-09-12T13:43:05.998795+00:00,10925.95229788,20.0,24.0,120.04712302002805,False,False,0.04712302002805302,mm,0.01,0.0025,0.005
85,2026-09-12T13:43:05.998824+00:00,10925.952327496,21.0,24.0,120.0473867060809,False,False,0.0473867060808999,mm,0.01,0.0025,0.005
86,2026-09-12T13:43:05.998854+00:00,10925.952357432,22.0,24.0,120.04638866821284,False,False,0.04638866821284182,mm,0.01,0.0025,0.005
87,2026-09-12T13:43:05.998883+00:00,10925.952386456,23.0,24.0,120.04582272529386,False,False,0.04582272529385989,mm,0.01,0.0025,0.005
88,2026-09-12T13:43:05.998913+00:00,10925.952416425,24.0,24.0,120.04729179387272,False,False,0.047291793872716426,mm,0.01,0.0025,0.005
89,2026-09-12T13:43:05.998943+00:00,10925.952446681,25.0,24.0,120.04776795777742,False,False,0.04776795777742393,mm,0.01,0.0025,0.005
90,2026-09-12T13:43:05.998972+00:00,10925.952475673,26.0,24.0,120.0481684159318,False,False,0.04816841593179788,mm,0.01,0.0025,0.005
91,2026-09-12T13:43:05.999003+00:00,10925.952505882,27.0,24.0,120.05075770564657,False,False,0.05075770564657489,mm,0.01,0.0025,0.005
92,2026-09-12T13:43:05.999031+00:00,10925.952534666,28.0,24.0,120.05273386792173,False,False,0.05273386792173085,mm,0.01,0.0025,0.005
93,2026-09-12T13:43:05.999060+00:00,10925.952563162,29.0,24.0,120.05416441819452,False,False,0.05416441819451734,mm,0.01,0.0025,0.005
94,2026-09-12T13:43:05.999088+00:00,10925.952591546,30.0,24.0,120.0777951227937,False,False,0.07779512279370238,mm,0.01,0.0025,0.005
95,2026-09-12T13:43:05.999117+00:00,10925.952620491,31.0,24.0,120.0812731823388,False,False,0.08127318233880487,mm,0.01,0.0025,0.005
96,2026-09-12T13:43:05.999147+00:00,10925.952649819,32.0,24.0,120.08381105053948,False,False,0.0838110505394809,mm,0.01,0.0025,0.005
97,2026-09-12T13:43:05.999176+00:00,10925.952679163,33.0,24.0,120.08841699657096,False,False,0.08841699657095603,mm,0.01,0.0025,0.005
98,2026-09-12T13:43:05.999205+00:00,10925.952708027,34.0,24.0,120.09337480332205,False,False,0.09337480332204962,mm,0.01,0.0025,0.005
99,2026-09-12T13:43:05.999234+00:00,10925.952737724,35.0,24.0,120.09710459826083,False,False,0.0971045982608274,mm,0.01,0.0025,0.005
100,2026-09-12T13:43:05.999265+00:00,10925.952767996,36.0,24.0,120.10263751641111,False,False,0.1026375164111073,mm,0.01,0.0025,0.005
101,2026-09-12T13:43:05.999295+00:00,10925.952798492,37.0,24.0,120.10903063580218,False,False,0.10903063580218486,mm,0.01,0.0025,0.005
102,2026-09-12T13:43:05.999324+00:00,10925.952827292,38.0,24.0,120.11403760940071,False,False,0.11403760940071095,mm,0.01,0.0025,0.005
103,2026-09-12T13:43:05.999353+00:00,10925.952856141,39.0,24.0,120.1204709796008,False,False,0.12047097960079611,mm,0.01,0.0025,0.005
104,2026-09-12T13:43:05.999382+00:00,10925.952885165,40.0,24.0,120.12823623219587,False,False,0.12823623219587432,mm,0.01,0.0025,0.005
105,2026-09-12T13:43:05.999411+00:00,10925.952914525,20.0,25.0,120.04571900888725,False,False,0.04571900888724656,mm,0.01,0.0025,0.005
106,2026-09-12T13:43:05.999440+00:00,10925.952943134,21.0,25.0,120.04331558784187,False,False,0.0433155878418745,mm,0.01,0.0025,0.005
107,2026-09-12T13:43:05.999469+00:00,10925.952972078,22.0,25.0,120.04381708175636,False,False,0.04381708175635879,mm,0.01,0.0025,0.005
108,2026-09-12T13:43:05.999499+00:00,10925.953002318,23.0,25.0,120.04467019512037,False,False,0.044670195120374956,mm,0.01,0.0025,0.005
109,2026-09-12T13:43:05.999528+00:00,10925.953031582,24.0,25.0,120.0434586603506,False,False,0.04345866035059487,mm,0.01,0.0025,0.005
110,2026-09-12T13:43:05.999559+00:00,10925.953062159,25.0,25.0,120.04474681717944,False,False,0.044746817179444065,mm,0.01,0.0025,0.005
111,2026-09-12T13:43:05.999588+00:00,10925.953091391,26.0,25.0,120.04715206210909,False,False,0.04715206210909173,mm,0.01,0.0025,0.005
112,2026-09-12T13:43:05.999618+00:00,10925.953121199,27.0,25.0,120.04726078755077,False,False,0.04726078755076912,mm,0.01,0.0025,0.005
113,2026-09-12T13:43:05.999648+00:00,10925.953151247,28.0,25.0,120.04929672100086,False,False,0.049296721000857247,mm,0.01,0.0025,0.005
114,2026-09-12T13:43:05.999679+00:00,10925.953181872,29.0,25.0,120.05315808837602,False,False,0.05315808837602276,mm,0.01,0.0025,0.005
115,2026-09-12T13:43:05.999708+00:00,10925.953210944,30.0,25.0,120.07470586810551,False,False,0.07470586810551083,mm,0.01,0.0025,0.005
116,2026-09-12T13:43:05.999737+00:00,10925.953240032,31.0,25.0,120.07748671573881,False,False,0.07748671573881438,mm,0.01,0.0025,0.005
117,2026-09-12T13:43:05.999766+00:00,10925.953268801,32.0,25.0,120.08268779387218,False,False,0.08268779387218217,mm,0.01,0.0025,0.005
118,2026-09-12T13:43:05.999794+00:00,10925.953297617,33.0,25.0,120.08577437903836,False,False,0.08577437903835516,mm,0.01,0.0025,0.005
119,2026-09-12T13:43:05.999828+00:00,10925.953330785,34.0,25.0,120.0893335302921,False,False,0.08933353029209457,mm,0.01,0.0025,0.005
120,2026-09-12T13:43:05.999856+00:00,10925.953359569,35.0,25.0,120.09574677821747,False,False,0.09574677821747457,mm,0.01,0.0025,0.005
121,2026-09-12T13:43:05.999886+00:00,10925.953389602,36.0,25.0,120.10044493092231,False,False,0.10044493092230766,mm,0.01,0.0025,0.005
122,2026-09-12T13:43:05.999915+00:00,10925.953418514,37.0,25.0,120.10484936732556,False,False,0.10484936732555639,mm,0.01,0.0025,0.005
123,2026-09-12T13:43:05.999944+00:00,10925.953447442,38.0,25.0,120.11234627463807,False,False,0.11234627463807101,mm,0.01,0.0025,0.005
124,2026-09-12T13:43:05.999974+00:00,10925.953476962,39.0,25.0,120.1186959717494,False,False,0.11869597174940338,mm,0.01,0.0025,0.005
125,2026-09-12T13:43:06.000003+00:00,10925.953506003,40.0,25.0,120.12404093121286,False,False,0.12404093121286053,mm,0.01,0.0025,0.005
126,2026-09-12T13:43:06.000033+00:00,10925.953535827,20.0,26.0,120.04247855342419,False,False,0.04247855342418916,mm,0.01,0.0025,0.005
127,2026-09-12T13:43:06.000062+00:00,10925.953565219,21.0,26.0,120.04194938456271,False,False,0.04194938456271302,mm,0.01,0.0025,0.005
128,2026-09-12T13:43:06.000092+00:00,10925.95359562,22.0,26.0,120.0413971147494,False,False,0.041397114749401,mm,0.01,0.0025,0.005
129,2026-09-12T13:43:06.000121+00:00,10925.953624404,23.0,26.0,120.0412530168131,False,False,0.04125301681310134,mm,0.01,0.0025,0.005
130,2026-09-12T13:43:06.000149+00:00,10925.953652644,24.0,26.0,120.0419252184271,False,False,0.041925218427095956,mm,0.01,0.0025,0.005
131,2026-09-12T13:43:06.000179+00:00,10925.95368178,25.0,26.0,120.04264276468227,False,False,0.04264276468227024,mm,0.01,0.0025,0.005
132,2026-09-12T13:43:06.000207+00:00,10925.953710213,26.0,26.0,120.04363918879842,False,False,0.04363918879842288,mm,0.01,0.0025,0.005
133,2026-09-12T13:43:06.000238+00:00,10925.953741253,27.0,26.0,120.04549107746337,False,False,0.045491077463367446,mm,0.01,0.0025,0.005
134,2026-09-12T13:43:06.000267+00:00,10925.953769957,28.0,26.0,120.04748500800505,False,False,0.0474850080050544,mm,0.01,0.0025,0.005
135,2026-09-12T13:43:06.000295+00:00,10925.953798389,29.0,26.0,120.04963817091186,False,False,0.04963817091186229,mm,0.01,0.0025,0.005
136,2026-09-12T13:43:06.000323+00:00,10925.95382655,30.0,26.0,120.07264968132112,False,False,0.07264968132112415,mm,0.01,0.0025,0.005
137,2026-09-12T13:43:06.000353+00:00,10925.953856134,31.0,26.0,120.0759204796389,False,False,0.0759204796388957,mm,0.01,0.0025,0.005
138,2026-09-12T13:43:06.000381+00:00,10925.953884486,32.0,26.0,120.07925004423768,False,False,0.079250044237682,mm,0.01,0.0025,0.005
139,2026-09-12T13:43:06.000412+00:00,10925.953914758,33.0,26.0,120.08340432759333,False,False,0.08340432759332828,mm,0.01,0.0025,0.005
140,2026-09-12T13:43:06.000441+00:00,10925.953944343,34.0,26.0,120.11294635393378,False,False,0.11294635393377916,mm,0.01,0.0025,0.005
141,2026-09-12T13:43:06.000470+00:00,10925.953973303,35.0,26.0,120.11747386295357,False,False,0.11747386295357387,mm,0.01,0.0025,0.005
142,2026-09-12T13:43:06.000506+00:00,10925.954009575,36.0,26.0,120.09775862913192,False,False,0.09775862913191702,mm,0.01,0.0025,0.005
143,2026-09-12T13:43:06.000536+00:00,10925.954039576,37.0,26.0,120.10356056975819,False,False,0.10356056975818717,mm,0.01,0.0025,0.005
144,2026-09-12T13:43:06.000565+00:00,10925.954068072,38.0,26.0,120.10930772967424,False,False,0.10930772967424218,mm,0.01,0.0025,0.005
145,2026-09-12T13:43:06.000594+00:00,10925.954097,39.0,26.0,120.11571622625014,False,False,0.115716226250143,mm,0.01,0.0025,0.005
146,2026-09-12T13:43:06.000624+00:00,10925.954127544,40.0,26.0,120.12276199468772,False,False,0.1227619946877212,mm,0.01,0.0025,0.005
147,2026-09-12T13:43:06.000654+00:00,10925.954157193,20.0,27.0,120.03978207032942,False,False,0.039782070329422936,mm,0.01,0.0025,0.005
148,2026-09-12T13:43:06.000682+00:00,10925.954185401,21.0,27.0,120.04036008033172,False,False,0.040360080331723225,mm,0.01,0.0025,0.005
149,2026-09-12T13:43:06.000712+00:00,10925.954215369,22.0,27.0,120.03918531961945,False,False,0.03918531961944893,mm,0.01,0.0025,0.005
150,2026-09-12T13:43:06.000741+00:00,10925.954244057,23.0,27.0,120.03845213805613,False,False,0.03845213805612957,mm,0.01,0.0025,0.005
151,2026-09-12T13:43:06.000770+00:00,10925.954272986,24.0,27.0,120.04023712114478,False,False,0.04023712114478428,mm,0.01,0.0025,0.005
152,2026-09-12T13:43:06.000799+00:00,10925.954302186,25.0,27.0,120.04061759004607,False,False,0.04061759004606813,mm,0.01,0.0025,0.005
153,2026-09-12T13:43:06.000828+00:00,10925.954330954,26.0,27.0,120.04078178003655,False,False,0.04078178003655353,mm,0.01,0.0025,0.005
154,2026-09-12T13:43:06.000856+00:00,10925.954359531,27.0,27.0,120.04366340925272,False,False,0.043663409252715724,mm,0.01,0.0025,0.005
155,2026-09-12T13:43:06.000887+00:00,10925.954389931,28.0,27.0,120.04563252737437,False,False,0.04563252737436585,mm,0.01,0.0025,0.005
156,2026-09-12T13:43:06.000916+00:00,10925.954418955,29.0,27.0,120.04677660095017,False,False,0.046776600950167335,mm,0.01,0.0025,0.005
157,2026-09-12T13:43:06.000944+00:00,10925.954447627,30.0,27.0,120.07065278244524,False,False,0.07065278244523654,mm,0.01,0.0025,0.005
158,2026-09-12T13:43:06.000997+00:00,10925.954500332,31.0,27.0,120.07421300982,False,False,0.07421300981999934,mm,0.01,0.0025,0.005
159,2026-09-12T13:43:06.001028+00:00,10925.954531388,32.0,27.0,120.07643701336004,False,False,0.07643701336003517,mm,0.01,0.0025,0.005
160,2026-09-12T13:43:06.001058+00:00,10925.954561564,33.0,27.0,120.08122201913311,False,False,0.08122201913310789,mm,0.01,0.0025,0.005
161,2026-09-12T13:43:06.001088+00:00,10925.954591373,34.0,27.0,120.1113446602548,False,False,0.11134466025480094,mm,0.01,0.0025,0.005
162,2026-09-12T13:43:06.001117+00:00,10925.954620557,35.0,27.0,120.11475820484823,False,False,0.11475820484822918,mm,0.01,0.0025,0.005
163,2026-09-12T13:43:06.001146+00:00,10925.954649613,36.0,27.0,120.09538950178946,False,False,0.09538950178945527,mm,0.01,0.0025,0.005
164,2026-09-12T13:43:06.001177+00:00,10925.954679837,37.0,27.0,120.10201699148061,False,False,0.10201699148061039,mm,0.01,0.0025,0.005
165,2026-09-12T13:43:06.001207+00:00,10925.954710526,38.0,27.0,120.10673052137027,False,False,0.10673052137026673,mm,0.01,0.0025,0.005
166,2026-09-12T13:43:06.001236+00:00,10925.954739262,39.0,27.0,120.11317375261257,False,False,0.11317375261256757,mm,0.01,0.0025,0.005
167,2026-09-12T13:43:06.001264+00:00,10925.954767342,40.0,27.0,120.12122424163347,False,False,0.12122424163347034,mm,0.01,0.0025,0.005
168,2026-09-12T13:43:06.001293+00:00,10925.954796255,20.0,28.0,120.03903574553105,False,False,0.03903574553105216,mm,0.01,0.0025,0.005
169,2026-09-12T13:43:06.001323+00:00,10925.954826207,21.0,28.0,120.03681800538615,False,False,0.03681800538615221,mm,0.01,0.0025,0.005
170,2026-09-12T13:43:06.001351+00:00,10925.954854527,22.0,28.0,120.03721510363845,False,False,0.03721510363844516,mm,0.01,0.0025,0.005
171,2026-09-12T13:43:06.001380+00:00,10925.954883263,23.0,28.0,120.03796942395113,False,False,0.037969423951125236,mm,0.01,0.0025,0.005
172,2026-09-12T13:43:06.001409+00:00,10925.954911744,24.0,28.0,120.03694450967511,False,False,0.036944509675109316,mm,0.01,0.0025,0.005
173,2026-09-12T13:43:06.001439+00:00,10925.954942032,25.0,28.0,120.03817613649906,False,False,0.03817613649906093,mm,0.01,0.0025,0.005
174,2026-09-12T13:43:06.001467+00:00,10925.954970464,26.0,28.0,120.04044181050037,False,False,0.04044181050036855,mm,0.01,0.0025,0.005
175,2026-09-12T13:43:06.001496+00:00,10925.954999152,27.0,28.0,120.04072322994755,False,False,0.04072322994754529,mm,0.01,0.0025,0.005
176,2026-09-12T13:43:06.001527+00:00,10925.955029921,28.0,28.0,120.04275500219782,False,False,0.04275500219782202,mm,0.01,0.0025,0.005
177,2026-09-12T13:43:06.001556+00:00,10925.955058961,29.0,28.0,120.04644713890775,False,False,0.04644713890775165,mm,0.01,0.0025,0.005
178,2026-09-12T13:43:06.001584+00:00,10925.955087073,30.0,28.0,120.06813992944903,False,False,0.06813992944903191,mm,0.01,0.0025,0.005
179,2026-09-12T13:43:06.001612+00:00,10925.955115297,31.0,28.0,120.07096931616638,False,False,0.07096931616638358,mm,0.01,0.0025,0.005
180,2026-09-12T13:43:06.001640+00:00,10925.955143346,32.0,28.0,120.07598498471542,False,False,0.07598498471541859,mm,0.01,0.0025,0.005
181,2026-09-12T13:43:06.001670+00:00,10925.95517317,33.0,28.0,120.07917734602151,False,False,0.07917734602150972,mm,0.01,0.0025,0.005
182,2026-09-12T13:43:06.001700+00:00,10925.955202882,34.0,28.0,120.08283387004755,False,False,0.08283387004755127,mm,0.01,0.0025,0.005
183,2026-09-12T13:43:06.001729+00:00,10925.955231747,35.0,28.0,120.08906029909069,False,False,0.08906029909068991,mm,0.01,0.0025,0.005
184,2026-09-12T13:43:06.001757+00:00,10925.955259955,36.0,28.0,120.09381656719692,False,False,0.09381656719692444,mm,0.01,0.0025,0.005
185,2026-09-12T13:43:06.001785+00:00,10925.955288099,37.0,28.0,120.09835945340151,False,False,0.09835945340151397,mm,0.01,0.0025,0.005
